first_name,middle_name,last_name,label,scopus_id
PETER,,GARBER,"Garber, Peter M.",7005176710
DIEGO,,GARCIA,"García, Diego",15126703500
MARIA,MELODY,GARCIA,"Garcia, Maria Melody S.",55464756500
PHILIP,,GARCIA,"Garcia, Philip G.",7201693966
RENE,,GARCIA,"Garcia, René",7403264608
DIANE,,GARCIA DELGUERICO,"del Guercio, Diane",6508037486
ALICIA,,GARCIA HERRERO,"García-Herrero, Alicia",26647484500
TERESA,,GARCIA MARCO,"García-Marco, Teresa",6506404763
ANTONIO,,GARCIA PASCUAL,"Garcia Pascual, Antonio",9632664400
MANUEL,,GARCIA-AYUSO,"García-Ayuso, Manuel",34267630700
MA,,GARCIA-CESTONA,MIGUEL A GARC A-CESTONA,
LUIS,,GARCIA-FEIJOO,"García-Feijóo, Luis",9747559700
ALICIA,,GARCIA-HERRERO,"García-Herrero, Alicia",26647484500
TERESA,,GARCIA-MARCO,"García-Marco, Teresa",6506404763
CECILIA,,GARCIA-PENALOSA,"García-Peňalosa, Cecilia",6602314289
KAYLEE,,GARDEN,"Garden, Kaylee A.",6602112229
TED,,GARDENER,TED GARDENER,
T,,GARDERNER,TED GARDENER,
JOHN,,GARDNER,JOHN GARDNER,
PAOLA,,GARELLA,"Garella, Paolo Giorgio",6603480106
PAOLO,,GARELLA,"Garella, Paolo Giorgio",6603480106
JOHN,,GAREN,"Garen, John E.",6603307228
JON,,GARFINKEL,"Garfinkel, Jon A.",6603627580
JON,A,GARFINKEL,"Garfinkel, Jon A.",6603627580
JON,,GARFINKLE,"Garfinkel, Jon A.",6603627580
JON,,GARFUNKEL,"Garfinkel, Jon A.",6603627580
MICHELLE,,GARFUNKEL,"Garfinkel, Michelle R.",7004154834
PIETRO,,GARIBALDI,"Garibaldi, Pietro",6701414741
ROBERT,,GARIBOBO,"Gary-Bobo, Robert J.",6508173750
LUIS,,GARICANO,"Garicano, Luis",6602250841
LORENZO,,GARLAPPI,"Garlappi, Lorenzo",6506209456
NICHOLAE,,GARLEANU,"Gârleanu, Nicolae",6508204775
NICOLAE,,GARLEANU,"Gârleanu, Nicolae",6508204775
MARK,,GARMAISE,"Garmaise, Mark J.",6505799540
MARK,J,GARMAISE,"Garmaise, Mark J.",6505799540
JACQUELINE,,GARNER,"Garner, Jacqueline L.",7202028162
JACQUELINE,L,GARNER,"Garner, Jacqueline L.",7202028162
DIANE,,GARNICK,DIANE GARNICK,
ROSS,,GARON,ROSS GARON,
STEFANIA,,GARRETO,STEFANIA GARRETO,
HARRY,,GARRETSEN,"Garretsen, Harry",7005064254
IAN,,GARRETT,"Garrett, Ian",7006440387
ROGER,,GARRISON,"Garrison, Roger W.",7102000522
ALAN,,GART,"Gart, Alan",6506768823
JAMES,,GARVEN,"Garven, James R.",6506205138
GERALD,,GARVEY,"Garvey, Gerald T.",7006790706
GERALD,T,GARVEY,"Garvey, Gerald T.",7006790706
GERRY,,GARVEY,"Garvey, Gerald T.",7006790706
ROBERT,,GARY-BOBO,"Gary-Bobo, Robert J.",6508173750
DOMINIC,,GASBARRO,"Gasbarro, Dominic",6506611900
F,,GASCON,"Gascón, Fernando",7005867980
FERNANDO,,GASCON,"Gascón, Fernando",7005867980
JOSE,MIGUEL,GASPAR,"Gaspar, José Miguel",8247919900
JOSE-MIGUEL,,GASPAR,"Gaspar, José Miguel",8247919900
VITOR,,GASPAR,"Gaspar, Vítor",7003585319
MARTIN,,GASSEBNER,"Gassebner, Martin",23667007200
GARY,,GASTINEAU,"Gastineau, Gary L.",6603262155
NOEL,,GASTON,"Gaston, Noel",6701836237
VLADIMIR,,GATCHEV,"Gatchev, Vladimir A.",8908597900
VLADIMIR,A,GATCHEV,"Gatchev, Vladimir A.",8908597900
EVAN,,GATEV,"Gatev, Evan",34769762700
JIM,,GATHERAL,"Gatheral, Jim",24495099600
STEFANO,,GATTI,"Gatti, Stefano",16021821600
NADINE,,GATZERT,"Gatzert, Nadine",20433673900
GEORGE,,GAU,"Gao, George P.",57192006422
YIN-FENG,,GAU,"Gau, Yinfeng",55926751100
JEAN,,GAUGER,"Gauger, Jean A.",7004179170
JACK,,GAUMITZ,JACK GAUMITZ,
GENEVIEVE,,GAUTHIER,"Gauthier, Geneviève",56228926700
LAURENT,,GAUTHIER,"Gauthier, Laurent",8144469200
ERWAN,,GAUTIER,"Gautier, Erwan",24780240100
ALESSANDRO,,GAVAZZA,"Gavazza, Alessandro",17434061000
JENNIFER,,GAVER,"Gaver, Jennifer J.",6603240035
KEN,,GAVER,"Gaver, Kenneth M.",6602492737
KENNETH,,GAVER,"Gaver, Kenneth M.",6602492737
SERGIO,,GAVILA,"Gavilá, Sergio",15047773200
BETH,,GAVIN,BETH GAVIN,
BILL,,GAVIN,"Gavin, William T.",8587518600
WILLIAM,,GAVIN,"Gavin, William T.",8587518600
WILLIAM,T,GAVIN,"Gavin, William T.",8587518600
GERALD,,GAY,"Gay, Gerald D.",7101981575
GERALD,D,GAY,"Gay, Gerald D.",7101981575
GERRY,,GAY,"Gay, Gerald D.",7101981575
A,,GAYTAN,A GAYTAN,
YING,,GE,"Ge, Ying",36487823300
J,,GEANAKOPLOS,"Geanakoplos, John D.",6602797318
JOHN,,GEANAKOPLOS,"Geanakoplos, John D.",6602797318
BILL,,GEBHARDT,"Gebhardt, William R.",7006761547
GARY,,GEBHARDT,"Gebhardt, Gary F.",15057925400
GEORG,,GEBHARDT,"Gebhardt, Georg",23993572000
WILLIAM,,GEBHARDT,"Gebhardt, William R.",7006761547
WILLIAM,R,GEBHARDT,"Gebhardt, William R.",7006761547
BARTOSZ,,GEBKA,"Gebka, Bartosz",55945451000
CHRIS,,GECZY,"Géczy, Christopher C.",7006125351
CHRISTOPHER,,GECZY,"Géczy, Christopher C.",7006125351
CHRISTOPHER,C,GECZY,"Géczy, Christopher C.",7006125351
T,,GEHRIG,"Gehrig, Thomas",6701342829
THOMAS,,GEHRIG,"Gehrig, Thomas",6701342829
HANS,,GEIGER,"Geiger, Hans",57208388697
URI,,GEIGER,"Geiger, Uri",8782756000
PHILIPP,,GEILER,"Geiler, Philipp",55897605200
GREG,,GEISLER,"Geisler, Gregory G.",7004583712
ALAN,,GELB,"Gelb, Alan H.",22940551400
MAARTEN,,GELDERMAN,"Gelderman, Maarten",6603467881
GASTON,,GELOS,"Gelos, R. Gaston",55666089100
R,GASTON,GELOS,"Gelos, R. Gaston",55666089100
MARTIN,,GELTER,"Gelter, Martin",19638756600
DAVID,,GELTNER,"Geltner, David Michael",35264355500
HELYETTE,,GEMAN,"Geman, Hélyette",6601993908
GORDON,,GEMMILL,"Gemmill, Gordon",6602942250
HESNA,,GENAY,"Genay, Hesna",6508215925
HANS,,GENBERG,"Genberg, Hans",23392662900
RAMO,,GENCAY,"Gençay, Ramo",23097552600
ANDREA,,GENERALE,"Generale, Andrea",6504181644
DAVID,,GENESOVE,"Genesove, David",6602941990
NICOLA,,GENNAIOLI,"Gennaioli, Nicola",16063789100
GERARD,,GENNOTTE,"Gennotte, Gerard",24355111000
MICHAEL,,GENSER,MICHAEL GENSER,
JAMES,,GENTLE,"Gentle, James E.",6603865064
BILL,,GENTRY,"Gentry, William M.",56234827000
WILLIAM,,GENTRY,"Gentry, William M.",56234827000
WILLIAM,M,GENTRY,"Gentry, William M.",56234827000
MATT,,GENTZKOW,"Gentzkow, Matthew A.",6508026665
MATTHEW,,GENTZKOW,"Gentzkow, Matthew A.",6508026665
ALAN,,GENZ,"Genz, Alan C.",7003809608
NIKOLAOS,,GEORGANTZIS,"Georgantzís, Nikolaos",6506118760
DIMITRIS,,GEORGARAKOS,"Georgarakos, Dimitris",25223150900
ED,,GEORGE,ED GEORGE,
GIBI,,GEORGE,GIBI GEORGE,
PETER,E,GEORGE,PETER E GEORGE,
T,,GEORGE,"George, Thomas J.",35519823900
THOMAS,,GEORGE,"George, Thomas J.",35519823900
THOMAS,J,GEORGE,"George, Thomas J.",35519823900
TOM,,GEORGE,"George, Thomas J.",35519823900
MARK,,GEORGEN,MARK GEORGEN,
BILL,,GEPHARDT,"Gebhardt, William R.",7006761547
JOHN,,GEPPERT,"Geppert, John M.",24470696900
PETRA,,GERAATS,"Geraats, Petra M.W.A.",8443308100
DIONIGI,,GERACE,"Gerace, Dionigi",24437769900
JOSEPH,,GERAKOS,"Gerakos, Joseph J.",36537003600
ANDREA,,GERALI,"Gerali, Andrea",7801318534
BRUNO,,GERARD,"Gérard, Bruno",7005674225
DINO,,GERARDI,"Gerardi, Dino",6701827113
KRIS,,GERARDI,"Gerardi, Kristopher S.",24512308900
KRISTOPHER,,GERARDI,"Gerardi, Kristopher S.",24512308900
KRISTOPHER,S,GERARDI,"Gerardi, Kristopher S.",24512308900
GEOFF,,GERDES,GEOFF GERDES,
DIETER,,GERDESMEIER,"Gerdesmeier, Dieter",12787243300
ARON,,GEREBEN,"Gereben, Áron",55824975300
MASON,,GERETY,"Gerety, Mason S.",56910988000
PETRA,,GERLACH,"Gerlach-Kristen, Petra",8310688300
S,,GERLACH,"Gerlach, Stefan",7005973504
STEFAN,,GERLACH,"Gerlach, Stefan",7005973504
PETRA,,GERLACH-KRISTEN,"Gerlach-Kristen, Petra",8310688300
LAURENT,,GERMAIN,"Germain, Laurent",8404004300
MARK,,GERMAISE,MARK GERMAISE,
FABRIZIO,,GERMANO,"Germano, Fabrizio",6701815007
PAUL,,GEROSKI,"Geroski, Paul Gilbert",6701767330
HANS,,GERSBACH,"Gersbach, Hans",7003632381
DMITRIY,,GERSHENSON,"Gershenson, Dmitriy",7103280125
MARK,,GERTLER,"Gertler, Mark L.",7005881414
ROB,,GERTNER,"Gertner, Robert H.",8147711800
ROBERT,,GERTNER,"Gertner, Robert H.",8147711800
SIMON,,GERVAIS,"Gervais, Simon",6603403251
SIMONE,,GERVAIS,"Gervais, Simon",6603403251
BOB,,GESKE,"Geske, Robert",24452899900
ROBERT,,GESKE,"Geske, Robert",24452899900
MILA,,GETMANSKY,"Getmansky, Mila",8143273300
ERIC,,GETTLEMAN,ERIC GETTLEMAN,
STEVEN,,GEUKENS,STEVEN GEUKENS,
JOHN,,GEWEKE,"Geweke, John",6701567319
ALOIS,,GEYER,"Geyer, Alois L.J.",23108595300
VICTORIA,,GEYFMAN,"Geyfman, Victoria",35145808300
CHRIS,,GEZCY,CHRIS GEZCY,
SARA,,GHAFURIAN,SARA GHAFURIAN,
KHALIFA,H,GHALI,"Ghali, Khalifa H.",6701654582
NABIL,,GHALLEB,NABIL GHALLEB,
ASHRAF,,GHANI,ASHRAF GHANI,
IMEN,,GHATTASSI,"Ghattassi, Imen",13402948500
PANKAJ,,GHEMAWAT,"Ghemawat, Pankaj",6602745897
ANDRA,C,GHENT,"Ghent, Andra C.",25924306400
PAOLO,,GHIRARDATO,"Ghirardato, Paolo",6602172555
FABIO,,GHIRONI,"Ghironi, Fabio",6506962565
HAMED,,GHODDUSI,"Ghoddusi, Hamed",36162411100
VIVEK,,GHOSAL,"Ghosal, Vivek",6602255981
DOC,,GHOSE,DOC GHOSE,
ALOKE,,GHOSH,"Ghosh, Aloke (Al)",7403964332
ANISHA,,GHOSH,"Ghosh, Anisha",56208119700
CHINMOY,,GHOSH,"Ghosh, Chinmoy",7004666848
DIPAK,,GHOSH,"Ghosh, Dipak",36055122200
REX,,GHOSH,"Ghosh, Atish Rex",7403964238
SHANTO,,GHOSH,"Ghosh, Shanto",8565469300
SUMAN,,GHOSH,"Ghosh, Suman",16303644900
ATANU,,GHOSHRAY,"Ghoshray, Atanu",12767211700
EDGAR,,GHOSSOUB,"Ghossoub, Edgar A.",8924686800
KILANI,,GHOUDI,"Ghoudi, Kilani",6602320105
HATEM,,GHOUMA,"Ghouma, Hatem H.",36018332600
ERIC,,GHYSELS,"Ghysels, Eric",7003776584
CARMELO,,GIACCOTTO,"Giaccotto, Carmelo",6603287135
SILVIA,,GIACOMELLI,"Giacomelli, Silvia",57190277174
RAFFAELLA,,GIACOMINI,"Giacomini, Raffaella",8907534000
CARMELO,,GIACOTTO,"Giaccotto, Carmelo",6603287135
RON,,GIAMARRINO,RON GIAMARRINO,
ERIC,,GIAMBATTISTA,ERIC GIAMBATTISTA,
FABIO,,GIAMBIAGI,"Giambiagi, Fabio",24283483600
ERASMO,,GIAMBONA,"Giambona, Erasmo",8452036600
RON,,GIAMMARINO,"Giammarino, Ron M.",6508025135
RONALD,,GIAMMARINO,"Giammarino, Ron M.",6508025135
DANIEL,,GIAMOURIDIS,"Giamouridis, Daniel",18434066300
MARIASSUNTA,,GIANETTI,"Giannetti, Mariassunta",56030686900
HOANG,NGOC,GIANG,HOANG NGOC GIANG,
EMANUELA,ROSAZZA,GIANIN,"Rosazza Gianin, Emanuela",14030499400
ANTOINE,,GIANNETTI,"Giannetti, Antoine",56224687900
MARIASSUNTA,,GIANNETTI,"Giannetti, Mariassunta",56030686900
DIMITRIOS,,GIANNIKIS,"Giannikis, Dimitrios",22940622500
CURZIO,,GIANNINI,"Giannini, Curzio",7006920470
DOMENICO,,GIANNONE,"Giannone, Domenico",56528089700
MARC,,GIANNONI,"Giannoni, Marc P.",7006849519
MARC,P,GIANNONI,"Giannoni, Marc P.",7006849519
MARK,,GIANNONI,"Giannoni, Marc P.",7006849519
KOSTAS,,GIANNOPOULOS,"Giannopoulos, Kostas",6603157105
DOMENICO,,GIANONE,DOMENICO GIANONE,
YAHEL,,GIAT,"Giat, Yahel",30067554200
FRANCESCO,,GIAVAZZI,"Giavazzi, Francesco",6603576651
HENRY,,GIBBON,HENRY GIBBON,
BOB,,GIBBONS,"Gibbons, Robert S.",55712350600
MICHAEL,,GIBBONS,"Gibbons, Michael R.",35979775900
ROBERT,,GIBBONS,"Gibbons, Robert S.",55712350600
MICHAEL,,GIBBS,MICHAEL GIBBS,
BUD,,GIBSON,BUD GIBSON,
HEATHER,,GIBSON,"Gibson, Heather D.",35895140600
LORI,,GIBSON,LORI GIBSON,
M,TROY,GIBSON,"Gibson, M. Troy",6507420234
MATTHEW,,GIBSON,"Gibson, Matthew",56808762600
MICHAEL,,GIBSON,"Gibson, Michael S.",7202146134
MIKE,,GIBSON,"Gibson, Michael S.",7202146134
RAJNA,,GIBSON,"Gibson, Rajna",55430694600
SCOTT,,GIBSON,"Gibson, Scott",7201899495
RAJNA,,GIBSON-ASNER,"Gibson-Asner, Rajna",6507717246
MARIA,,GIDUSKOVA,MARIA GIDUSKOVA,
KAY,,GIESECKE,"Giesecke, Kay",6602684362
BAILLIE,,GIFFORD,BAILLIE GIFFORD,
AHARONI,,GIL,AHARONI GIL,
LA,,GIL-ALANA,"Gil-Alaña, Luís Albériko",7005335406
J,,GIL-BAZO,"Gil-Bazo, Javier",8240949300
JAVIER,,GIL-BAZO,"Gil-Bazo, Javier",8240949300
FRANCISCO,,GIL-DIAZ,"Gil-Díaz, Francisco",6506299101
JAVIER,,GILBAZO,"Gil-Bazo, Javier",8240949300
AARON,,GILBERT,"Gilbert, Aaron",12760931500
ALTON,,GILBERT,"Gilbert, R. Alton",55431842400
CHRISTOPHER,,GILBERT,"Gilbert, Christopher L.",7201382608
R,ALTON,GILBERT,"Gilbert, R. Alton",55431842400
RALTON,,GILBERT,"Gilbert, R. Alton",55431842400
THOMAS,,GILBERT,"Gilbert, Thomas",37007547600
SIMON,,GILCHRIST,"Gilchrist, Simon G.",6701709924
MARK,ST,GILES,MARK ST GILES,
ADAM,,GILESKI,ADAM GILESKI,
JAMES,,GILKESON,"Gilkeson, James H.",6603498134
JAMES,H,GILKESON,"Gilkeson, James H.",6603498134
MANZOOR,,GILL,"Gill, Manzoor A.",36867901000
STU,,GILLAN,"Gillan, Stuart L.",6505954700
STUART,,GILLAN,"Gillan, Stuart L.",6505954700
STUART,L,GILLAN,"Gillan, Stuart L.",6505954700
CHRISTIAN,,GILLES,"Gilles, Christian",7006975026
R,,GILLET,"Gillet, Roland",33067745600
ROLAND,,GILLET,"Gillet, Roland",33067745600
ANN,,GILLETTE,"Gillette, Ann B.",6603566782
ANN,B,GILLETTE,"Gillette, Ann B.",6603566782
THOMAS,,GILLIGAN,"Gilligan, Thomas W.",7004267082
TOM,,GILLIGAN,"Gilligan, Thomas W.",7004267082
ERIK,,GILLILAND,"Gilliland, Erik",6603960575
MAX,,GILLMAN,"Gillman, Max",7102997673
PAUL,,GILSON,"Gilson, Paul W.",56478666300
RON,,GILSON,"Gilson, Ronald J.",7005862219
RONALD,,GILSON,"Gilson, Ronald J.",7005862219
RONALD,J,GILSON,"Gilson, Ronald J.",7005862219
S,,GILSON,"Gilson, Stuart C.",7005372864
STU,,GILSON,"Gilson, Stuart C.",7005372864
STUART,,GILSON,"Gilson, Stuart C.",7005372864
STUART,C,GILSON,"Gilson, Stuart C.",7005372864
ZVI,,GILULA,"Gilula, Zvi",6603512251
RICARDO,,GIMENO,"Gimeno, Ricardo",8351756900
CELINE,,GIMET,"Gimet, Céline",16834706400
XAVIER,,GINE,"Giné, Xavier",6504485462
EDITH,,GINGLINGER,"Ginglinger, Edith",56064933600
ROBERT,,GINGRICH,"Gingrich, Robert",24576447800
ARI,,GINSBERG,"Ginsberg, Ari",7006372519
ERNEST,,GINSBERG,ERNEST GINSBERG,
V,,GINSBURGH,"Ginsburgh, Victor A.",6603040382
VICTOR,,GINSBURGH,"Ginsburgh, Victor A.",6603040382
DENITZA,,GINTCHEVA,DENITZA GINTCHEVA,
ANDREAS,,GINTSCHEL,"Gintschel, Andreas",7801318801
PAOLO,,GIORDANI,"Giordani, Paolo",57193194431
RAFFAELA,,GIORDANO,"Giordano, Raffaela",15736932800
LORENZO,,GIORGIANNI,"Giorgianni, Lorenzo",6507304999
PIERRE,,GIOT,"Giot, Pierre",6603428311
BRUNO,,GIOVANNETTI,"Giovannetti, Bruno Cara",55929642700
RAIFE,,GIOVINAZZO,"Giovinazzo, Raife",57189846570
JENNIFER,,GIPPEL,"Gippel, Jennifer K.",55646273400
E,,GIRARDIN,"Girardin, Éric",10141589400
ERIC,,GIRARDIN,"Girardin, Éric",10141589400
CLAUDIA,,GIRARDONE,"Girardone, Claudia",6507622975
SOURAFEL,,GIRMA,"Girma, Sourafel",6602841222
XAVIER,,GIROUD,"Giroud, Xavier",35147814900
GARY,,GIROUX,"Giroux, Gary A.",6603225389
GASTON,,GIROUX,GASTON GIROUX,
CARLES,,GISPERT,"Gispert, Carles",6507216660
GIANCARLO,,GIUDICI,"Giudici, Giancarlo",22984678100
MAASIMO,,GIULIODORI,MASSIMO GUILIODORI,
LUIGI,,GIUSO,"Guiso, Luigi",6603792748
A,,GIUSTINIANI,"Giustiniani, Alessandro",8119535300
YEHONATHAN,,GIVATI,YEHONATHAN GIVATI,
GREGORY,,GIVENS,"Givens, Gregory E.",36779062300
DAN,,GIVOLY,"Givoly, Dan",7801379738
FROYSTEIN,,GJESDAL,"Gjesdal, Frøystein",6506321363
DIMITRIOS,,GKAMAS,DIMITRIOS GKAMAS,
CLIFFORD,,GLADSON,CLIFFORD GLADSON,
THOMAS,,GLAEESSNER,"Glaessner, Thomas C.",6507004093
ED,,GLAESER,"Glaeser, Edward",7003688582
EDWARD,,GLAESER,"Glaeser, Edward",7003688582
EDWARD,L,GLAESER,"Glaeser, Edward",7003688582
TOM,,GLAESSNER,"Glaessner, Thomas C.",6507004093
KEITH,,GLAISTER,"Glaister, Keith W.",57196253302
MARKUS,,GLASER,"Glaser, Markus",23008538200
J,C,GLASS,"Glass, J. Colin",7201603562
J,COLIN,GLASS,"Glass, J. Colin",7201603562
PAUL,,GLASSERMAN,"Glasserman, Paul",7005249626
PAUL,,GLASSERMANN,"Glasserman, Paul",7005249626
DEBRA,A,GLASSMAN,"Glassman, Debra A.",24404163900
MARKUS,,GLAWISCHNIG,"Glawischnig, Markus",34768120300
JACOB,,GLAZER,"Glazer, Jacob",7006181940
CHRISTIE,,GLEASON,"Gleason, Cristi A.",7005858180
CRISTI,,GLEASON,"Gleason, Cristi A.",7005858180
KIM,,GLEASON,"Gleason, Kimberly Catherine",7006574991
KIMBERLY,,GLEASON,"Gleason, Kimberly Catherine",7006574991
KIMBERLY,C,GLEASON,"Gleason, Kimberly Catherine",7006574991
CHARMAINE,,GLEGG,"Glegg, Charmaine",23492199900
JACK,,GLEN,"Glen, Jack D.",7006872881
RACHEL,,GLENNERSTER,"Glennerster, Rachel",8364905100
DENNIS,,GLENNON,"Glennon, Dennis C.",6602888671
REUVEN,,GLICK,"Glick, Reuven",7007043676
VINCENT,,GLODE,"Glode, Vincent",36600254000
LOUIS,,GLORFELD,"Glorfeld, Louis W.",6601960721
LARRY,,GLOSTEN,"Glosten, Lawrence R.",24289343100
LAWRENCE,,GLOSTEN,"Glosten, Lawrence R.",24289343100
LAWRENCE,R,GLOSTEN,"Glosten, Lawrence R.",24289343100
BRENT,,GLOVER,"Glover, Brent",53871278400
JERE,,GLOVER,JERE GLOVER,
DENYS,,GLUSHKOV,"Glushkov, Denys",34868062300
ANDREW,,GLYN,"Glyn, Andrew J.",6603107008
PETER,,GLYNN,"Glynn, Peter W.",35298872600
JEAN-YVES,,GNABO,"Gnabo, Jean Yves",24472857900
URI,,GNEEZY,"Gneezy, Uri",6701455596
TILMANN,,GNEITING,"Gneiting, Tilmann",7003342687
STEFANO,,GNOCCHI,"Gnocchi, Stefano",7801629517
G,,GOBBI,"Gobbi, Giorgio",7006813029
GIORGIO,,GOBBI,"Gobbi, Giorgio",7006813029
MATTHIAS,,GOCKE,"Göcke, Matthias",6507726161
LISE,,GODBOUT,"Godbout, Lise",15747116900
BRETT,,GODDARD,BRETT GODDARD,
JOHN,,GODDARD,"Goddard, John A.",7201462400
JOHN,A,GODDARD,"Goddard, John A.",7201462400
ISABEL,,GODDE,ISABEL GODDE,
D,,GODE,"Gode, Dhananjay K.",6508334377
DAN,,GODE,"Gode, Dhananjay K.",6508334377
J-M,,GODEFFROY,J-M GODEFFROY,
JULIANE,,GODEHARDT,JULIANE GODEHARDT,
CHRISTOPHE,,GODLEWSKY,CHRISTOPHE GODLEWSKY,
BEN,,GODRIDGE,"Godridge, Ben",25221106700
ANAND,,GOEL,"Goel, Anand Mohan",7201830021
ANAND,M,GOEL,"Goel, Anand Mohan",7201830021
ANAND,MOHAN,GOEL,"Goel, Anand Mohan",7201830021
MICHELLE,SOVINSKY,GOEREE,"Goeree, Michelle Sovinsky",24775518600
MARC,,GOERGEN,"Goergen, Marc",12769685300
VIRGINIA,,GOETTL,VIRGINIA GOETTL,
RON,,GOETTLER,"Goettler, Ronald L.",8885685100
RONALD,L,GOETTLER,"Goettler, Ronald L.",8885685100
YOLANDA,,GOETTSCH,YOLANDA GOETTSCH,
BILL,,GOETZMANN,"Goetzmann, William Nelson",57193483322
W,,GOETZMANN,"Goetzmann, William Nelson",57193483322
WILL,,GOETZMANN,"Goetzmann, William Nelson",57193483322
WILLIAM,,GOETZMANN,"Goetzmann, William Nelson",57193483322
WILLIAM,N,GOETZMANN,"Goetzmann, William Nelson",57193483322
JUDITH,,GOFF,JUDITH GOFF,
PERIKLIS,,GOGAS,"Gogas, Periklis",6507411764
SULEYMAN,,GOKCAN,"Gokcan, Suleyman",6508179995
CHANDRASEKHAR,REDDY,GOKHUL,CHANDRASEKHAR REDDY GOKHUL,
JEREMY,,GOLD,"Gold, Jeremy",36195376800
MARK,,GOLD,"Gold, Mark A.",7402444414
DROR,,GOLDBERG,"Goldberg, Dror",8852805700
GERSON,M,GOLDBERG,"Goldberg, Gerson M.",7103017337
LARRY,,GOLDBERG,"Goldberg, Lawrence G.",7402444873
LAWRENCE,,GOLDBERG,"Goldberg, Lawrence G.",7402444873
LAWRENCE,G,GOLDBERG,"Goldberg, Lawrence G.",7402444873
LINDA,,GOLDBERG,"Goldberg, Linda S.",7402446305
LISA,,GOLDBERG,"Goldberg, Lisa R.",26537397100
MICHAL,,GOLDBERG,"Goldberg, Michal",7404395742
MIKE,,GOLDBERG,"Goldberg, Michael D.",7404395630
PENNY,,GOLDBERG,"Goldberg, Pinelopi K.",56243126500
PINELOPI,,GOLDBERG,"Goldberg, Pinelopi K.",56243126500
STEVE,,GOLDBERG,STEVE GOLDBERG,
VICTOR,,GOLDBERG,"Goldberg, Victor P.",7102347053
ILAN,,GOLDFAJN,"Goldfajn, Ilan",6602673095
AVI,,GOLDFARB,"Goldfarb, Avi",7101785996
BRENT,,GOLDFARB,"Goldfarb, Brent D.",21733645300
JACOB,,GOLDFIELD,JACOB GOLDFIELD,
CLAUDIA,,GOLDIN,"Goldin, Claudia Dale",6701799144
EITAN,,GOLDMAN,"Goldman, Eitan Moshe",7102698128
D,,GOLDREICH,"Goldreich, David",6603038682
DAVID,,GOLDREICH,"Goldreich, David",6603038682
ELIZABETH,,GOLDREYER,"Goldreyer, Elizabeth F.",6508004649
DAVID,,GOLDSBROUGH,DAVID GOLDSBROUGH,
ART,,GOLDSMITH,ART GOLDSMITH,
PAUL,,GOLDSMITH-PINKHAM,"Goldsmith-Pinkham, Paul",35213163500
ANDREA,,GOLDSTEIN,"Goldstein, Andrea E.",14031586000
BOB,,GOLDSTEIN,"Goldstein, Robert S.",7403010545
DEBORAH,,GOLDSTEIN,DEBORAH GOLDSTEIN,
ITAY,,GOLDSTEIN,"Goldstein, Itay",8520304400
MICHAEL,,GOLDSTEIN,"Goldstein, Michael A.",57192108802
MICHAEL,A,GOLDSTEIN,"Goldstein, Michael A.",57192108802
ROBERT,,GOLDSTEIN,"Goldstein, Robert S.",7403010545
ROBERT,S,GOLDSTEIN,"Goldstein, Robert S.",7403010545
JOE,,GOLEC,"Golec, Joseph H.",7003437823
JOSEPH,,GOLEC,"Golec, Joseph H.",7003437823
ROBERTO,,GOLINELLI,"Golinelli, Roberto",6602951229
JANE,,GOLLEY,"Golley, Jane",6508242910
CHRISTIAN,,GOLLIER,"Gollier, Christian",7004141165
JOHN,,GOLOB,JOHN GOLOB,
ALEXANDER,,GOLODNIKOV,"Golodnikov, Alexander N.",56017924800
MICHAEL,,GOLOSOV,"Golosov, Mikhail",36174848800
MIKE,,GOLOSOV,"Golosov, Mikhail",36174848800
MIKHAIL,,GOLOSOV,"Golosov, Mikhail",36174848800
BEN,,GOLUB,"Golub, Benjamin",34880081100
EVGENIA,,GOLUBEVA,"Golubeva, Evgenia",57192197695
JANYA,,GOLUBEVA,JANYA GOLUBEVA,
PETER,,GOMBER,"Gomber, Peter",6603092979
MICHAEL,,GOMBOLA,"Gombola, Michael J.",6508098516
ARMANDO,,GOMES,"Gomes, Armando",12544674100
F,,GOMES,"Gomes, Francisco J.",8924744900
FRANCISCO,,GOMES,"Gomes, Francisco J.",8924744900
FRANCISCO,J,GOMES,"Gomes, Francisco J.",8924744900
JOAO,,GOMES,"Gomes, João F.",7203010992
JOAO,F,GOMES,"Gomes, João F.",7203010992
BENJAMIN,,GOMES-CASSERES,"Gomes-Casseres, Benjamin",12783226200
ARMANDO,,GOMEZ,"Gomes, Armando",12544674100
FABIANA,,GOMEZ,"Gómez, Fabiana",55850506200
JAVIER,,GOMEZ,JAVIER GOMEZ,
JOAN-PEDRO,,GOMEZ,"Gómez, Juan Pedro",56302063100
JAVIER,,GOMEZ BISCARRI,"Gómez-Biscarri, Javier",23566464200
MARTA,,GOMEZ-PUIG,"Gómez-Puig, Marta",11939316300
LOURDES,,GOMEZ-VALLE,"Gómez-Valle, Lourdes",23984745400
PAUL,,GOMME,"Gomme, Paul A.",6602171304
PAUL,,GOMPERS,"Gompers, Paul A.",6701747362
PAUL,A,GOMPERS,"Gompers, Paul A.",6701747362
CARLOS,EDUARDO S,GONCALVES,"Gonçalves, Carlos Eduardo S.",22953300900
SILVIA,,GONCALVES,"Gonçalves, Sílvia",7006560233
CELINE,,GONDAT-LARRALDE,"Gondat-Larralde, Céline",51461215300
